,sensor [Auto],,,,,,
07/17/26 15:24:03.463,143800,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:08.463,144100,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:13.463,143800,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:18.462,143800,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:23.463,145000,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:28.463,145900,1015,27.1,63.4,1006,78,23.8
07/17/26 15:24:33.463,145900,1015,27.1,63.3,1006,77,23.8
07/17/26 15:24:38.463,145000,1015,27.1,63.3,1006,77,23.8
07/17/26 15:24:43.463,145600,1015,27.1,63.3,1006,77,23.8
07/17/26 15:24:48.463,146200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:24:53.462,146200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:24:58.463,146200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:03.463,147200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:08.463,147800,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:13.463,147500,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:18.463,147200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:23.463,146800,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:28.463,148200,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:33.463,148800,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:38.464,148500,1015,27.1,63.3,1006,77,23.8
07/17/26 15:25:43.463,149200,1015,27.1,63.2,1006,77,23.8
07/17/26 15:25:48.463,148800,1015,27.1,63.2,1006,77,23.8
07/17/26 15:25:53.464,147800,1015,27.1,63.2,1006,77,23.8
07/17/26 15:25:58.464,148500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:03.463,153500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:08.463,166900,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:13.464,177500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:18.464,185000,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:23.464,182700,1015,27.1,63.3,1006,77,23.8
07/17/26 15:26:28.464,174500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:33.464,167600,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:38.464,161300,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:43.464,155500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:48.464,153500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:53.463,151900,1015,27.1,63.2,1006,77,23.8
07/17/26 15:26:58.464,150500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:03.464,150200,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:08.464,148800,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:13.464,148200,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:18.464,148200,1015,27.2,63.2,1006,77,23.8
07/17/26 15:27:23.464,148500,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:28.464,148800,1015,27.2,63.2,1006,77,23.8
07/17/26 15:27:33.464,149200,1015,27.1,63.2,1006,77,23.8
07/17/26 15:27:38.464,148500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:27:43.465,149200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:27:48.465,148800,1015,27.2,63.2,1006,77,23.9
07/17/26 15:27:53.464,147800,1015,27.2,63.1,1006,77,23.9
07/17/26 15:27:58.493,147800,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:03.465,147500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:08.464,147200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:13.464,148200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:18.464,148200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:23.465,149200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:28.464,148200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:33.465,149200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:38.465,147200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:28:43.465,147800,1015,27.2,63.1,1006,77,23.9
07/17/26 15:28:48.465,147800,1015,27.2,63.1,1006,77,23.9
07/17/26 15:28:53.465,149500,1015,27.2,63.1,1006,77,23.9
07/17/26 15:28:58.464,149800,1015,27.2,63.1,1006,77,23.9
07/17/26 15:29:03.465,150800,1015,27.2,63.1,1006,77,23.9
07/17/26 15:29:08.465,151500,1015,27.2,63.1,1006,77,23.9
07/17/26 15:29:13.465,150800,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:18.465,150800,1016,27.2,63.2,1006,77,23.9
07/17/26 15:29:23.464,150200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:28.465,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:33.465,150500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:38.465,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:43.465,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:29:48.465,151500,1015,27.2,63.3,1006,77,23.9
07/17/26 15:29:53.465,151200,1015,27.2,63.3,1006,78,23.9
07/17/26 15:29:58.465,152500,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:03.465,151900,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:08.465,151900,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:13.465,152200,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:18.465,152900,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:23.465,152500,1015,27.1,63.3,1006,77,23.9
07/17/26 15:30:28.465,152200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:30:33.465,152200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:30:38.465,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:30:43.466,152200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:30:48.466,151900,1015,27.2,63.3,1006,77,23.9
07/17/26 15:30:53.465,152200,1015,27.2,63.3,1006,78,23.9
07/17/26 15:30:58.466,152200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:31:03.465,152200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:31:08.465,151500,1015,27.2,63.3,1006,77,23.9
07/17/26 15:31:13.466,150800,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:18.466,151200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:23.465,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:28.466,152900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:33.466,151900,1015,27.1,63.2,1006,77,23.9
07/17/26 15:31:38.466,151200,1015,27.1,63.2,1006,77,23.9
07/17/26 15:31:43.466,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:48.465,151500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:53.466,150800,1015,27.2,63.2,1006,77,23.9
07/17/26 15:31:58.466,150200,1015,27.1,63.3,1006,77,23.9
07/17/26 15:32:03.466,150800,1015,27.2,63.3,1006,77,23.9
07/17/26 15:32:08.466,150800,1015,27.2,63.3,1006,77,23.9
07/17/26 15:32:13.466,152500,1015,27.2,63.3,1006,77,23.9
07/17/26 15:32:18.466,153500,1015,27.1,63.3,1006,77,23.9
07/17/26 15:32:23.466,152900,1015,27.1,63.3,1006,77,23.9
07/17/26 15:32:28.465,152900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:33.466,153200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:38.466,153200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:43.466,152200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:48.466,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:53.466,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:32:58.466,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:03.466,152900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:08.466,152200,1015,27.1,63.2,1006,77,23.9
07/17/26 15:33:13.466,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:18.466,151900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:23.466,152200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:28.466,153200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:33.466,152900,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:38.466,152200,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:43.467,152500,1015,27.2,63.2,1006,77,23.9
07/17/26 15:33:48.466,153200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:33:53.467,153200,1015,27.2,63.3,1006,77,23.9
07/17/26 15:33:58.467,152500,1015,27.2,63.3,1006,77,23.9
07/17/26 15:34:03.467,151900,1015,27.2,63.3,1006,77,23.9
07/17/26 15:34:08.467,149200,1015,27.1,63.3,1006,77,23.9
07/17/26 15:34:13.466,118000,1015,27.1,63.4,1006,77,23.9
07/17/26 15:34:18.467,80700,1015,27.1,63.4,1006,77,23.9
07/17/26 15:34:23.466,50300,1015,27.1,63.5,1006,78,23.9
07/17/26 15:34:28.467,32800,1015,27.1,63.5,1006,78,23.9
07/17/26 15:34:33.467,21900,1015,27.1,63.5,1006,78,23.9
07/17/26 15:34:38.467,15500,1015,27.1,63.6,1006,78,23.9
07/17/26 15:34:43.467,11200,1015,27.1,63.6,1006,78,23.9
07/17/26 15:34:48.467,9200,1015,27.1,63.6,1006,78,23.9
07/17/26 15:34:53.467,7500,1015,27.1,63.6,1006,78,23.9
07/17/26 15:34:58.467,6500,1015,27.1,63.6,1006,78,23.9
07/17/26 15:35:03.467,5700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:08.467,5100,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:13.467,4700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:18.468,4200,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:23.467,3900,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:28.467,3600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:33.467,3300,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:38.467,3100,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:43.468,2900,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:48.467,2700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:35:53.468,2400,1015,27.1,63.6,1006,78,23.9
07/17/26 15:35:58.467,2300,1015,27.1,63.6,1006,78,23.9
07/17/26 15:36:03.467,2200,1015,27.1,63.6,1006,78,23.9
07/17/26 15:36:08.467,2000,1015,27.1,63.6,1006,77,23.9
07/17/26 15:36:13.468,1900,1015,27.1,63.6,1006,77,23.9
07/17/26 15:36:18.468,1800,1015,27.1,63.6,1006,77,23.9
07/17/26 15:36:23.468,1700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:36:28.468,1600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:36:33.468,1500,1015,27.1,63.5,1006,77,23.9
07/17/26 15:36:38.467,1300,1015,27.1,63.5,1006,77,23.9
07/17/26 15:36:43.468,1200,1015,27.1,63.5,1006,77,23.9
07/17/26 15:36:48.468,1200,1015,27.1,63.5,1006,77,23.9
07/17/26 15:36:53.468,1100,1015,27.1,63.5,1006,77,23.9
07/17/26 15:36:58.468,1000,1015,27.1,63.5,1006,77,23.9
07/17/26 15:37:03.468,1000,1015,27.1,63.5,1006,77,23.9
07/17/26 15:37:08.468,900,1015,27.1,63.5,1006,77,23.9
07/17/26 15:37:13.468,900,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:18.468,800,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:23.468,800,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:28.468,700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:33.468,700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:38.468,700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:43.468,700,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:48.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:53.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:37:58.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:03.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:08.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:13.468,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:18.469,600,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:23.468,500,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:28.468,500,1015,27.1,63.5,1006,77,23.9
07/17/26 15:38:33.469,500,1015,27.1,63.6,1006,77,23.9
07/17/26 15:38:38.469,500,1015,27.2,63.5,1006,77,23.9
07/17/26 15:38:43.469,500,1016,27.2,63.5,1006,77,23.9
07/17/26 15:38:48.469,500,1016,27.1,63.5,1006,77,23.9
07/17/26 15:38:53.468,500,1015,27.2,63.5,1006,77,23.9
07/17/26 15:38:58.468,400,1015,27.2,63.5,1006,77,23.9
07/17/26 15:39:03.469,400,1015,27.2,63.5,1006,77,23.9
07/17/26 15:39:08.469,400,1015,27.2,63.5,1006,77,23.9
07/17/26 15:39:13.469,300,1015,27.2,63.5,1006,77,23.9
07/17/26 15:39:18.469,400,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:23.469,300,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:28.469,300,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:33.468,300,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:38.469,300,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:43.469,200,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:48.469,200,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:53.469,200,1015,27.2,63.4,1006,77,23.9
07/17/26 15:39:58.498,200,1015,27.2,63.4,1006,77,23.9
07/17/26 15:40:03.469,200,1016,27.2,63.4,1006,77,23.9
07/17/26 15:40:08.469,200,1015,27.1,63.4,1006,77,23.9
07/17/26 15:40:13.469,200,1015,27.1,63.4,1006,77,23.9
07/17/26 15:40:18.469,100,1015,27.1,63.5,1006,77,23.9
07/17/26 15:40:23.469,100,1015,27.2,63.4,1006,77,23.9
07/17/26 15:40:28.469,100,1015,27.2,63.4,1006,77,23.9
07/17/26 15:40:33.469,100,1015,27.2,63.4,1006,77,23.9
07/17/26 15:40:38.469,100,1015,27.2,63.5,1006,77,23.9
07/17/26 15:40:43.521,100,1015,27.2,63.4,1006,77,23.9
07/17/26 15:40:48.778,0,1015,27.2,63.5,1006,77,23.9
07/17/26 15:40:54.098,100,1015,27.2,63.5,1006,77,23.9
07/17/26 15:40:59.198,100,1015,27.2,63.5,1006,77,23.9
07/17/26 15:41:04.197,0,1015,27.2,63.5,1006,77,23.9
07/17/26 15:41:09.402,0,1015,27.2,63.5,1006,77,23.9
07/17/26 15:41:14.710,0,1015,27.2,63.5,1006,77,23.9
07/17/26 15:41:19.976,0,1015,27.2,63.5,1006,77,24
07/17/26 15:41:25.225,0,1015,27.2,63.4,1006,77,24
07/17/26 15:41:30.223,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:41:35.247,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:41:40.346,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:41:45.399,0,1015,27.2,63.4,1006,77,24
07/17/26 15:41:50.410,0,1015,27.2,63.4,1006,77,24
07/17/26 15:41:55.413,0,1015,27.2,63.4,1006,77,24
07/17/26 15:42:00.341,0,1015,27.2,63.4,1006,77,24
07/17/26 15:42:05.454,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:10.402,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:15.445,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:20.477,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:25.447,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:30.535,0,1015,27.2,63.4,1006,77,24
07/17/26 15:42:35.531,0,1015,27.2,63.4,1006,77,23.9
07/17/26 15:42:40.551,0,1015,27.2,63.3,1006,77,24
07/17/26 15:42:45.594,0,1015,27.2,63.3,1006,77,23.9
07/17/26 15:42:50.665,0,1016,27.2,63.3,1006,77,24
07/17/26 15:42:55.689,0,1015,27.2,63.3,1006,77,24
07/17/26 15:43:00.682,0,1015,27.2,63.3,1006,77,23.9
07/17/26 15:43:05.688,0,1015,27.2,63.3,1006,77,23.9
07/17/26 15:43:10.694,0,1015,27.2,63.3,1006,77,24
07/17/26 15:43:15.819,0,1015,27.2,63.2,1006,77,24
07/17/26 15:43:20.874,0,1015,27.2,63.2,1006,77,24
07/17/26 15:43:25.995,0,1015,27.2,63.2,1006,77,24
07/17/26 15:43:31.044,0,1015,27.2,63.2,1006,77,24
07/17/26 15:43:36.156,0,1015,27.2,63.3,1006,77,24
07/17/26 15:43:41.220,0,1015,27.2,63.3,1006,77,24
07/17/26 15:43:46.289,0,1016,27.2,63.2,1006,77,24
07/17/26 15:43:51.438,0,1015,27.2,63.2,1006,77,24
07/17/26 15:43:56.545,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:01.693,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:06.828,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:11.923,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:16.962,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:22.083,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:27.262,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:32.344,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:37.430,0,1015,27.2,63.2,1006,77,24
07/17/26 15:44:42.621,0,1015,27.2,63.1,1006,77,24
07/17/26 15:44:47.707,0,1015,27.2,63.1,1006,77,24
07/17/26 15:44:52.839,0,1015,27.2,63.1,1006,77,24
07/17/26 15:44:57.974,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:03.099,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:08.237,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:13.362,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:18.476,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:23.653,0,1015,27.2,63.1,1006,77,24
07/17/26 15:45:28.784,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:33.918,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:39.129,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:44.186,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:49.406,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:54.618,0,1015,27.2,63.2,1006,77,24
07/17/26 15:45:59.861,0,1015,27.2,63.2,1006,77,24
07/17/26 15:46:05.062,0,1015,27.2,63.2,1006,77,24
07/17/26 15:46:10.211,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:15.443,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:20.669,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:25.880,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:31.319,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:36.825,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:42.334,0,1015,27.2,63.2,1006,77,24
07/17/26 15:46:47.812,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:53.153,0,1015,27.2,63.3,1006,77,24
07/17/26 15:46:58.305,0,1015,27.2,63.2,1006,77,24
07/17/26 15:47:03.560,0,1015,27.2,63.2,1006,77,24
07/17/26 15:47:08.738,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:13.985,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:19.257,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:24.429,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:29.552,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:34.748,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:39.953,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:45.284,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:50.791,0,1015,27.2,63.3,1006,77,24
07/17/26 15:47:56.310,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:01.860,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:07.347,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:12.924,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:18.419,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:23.993,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:29.512,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:35.017,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:40.693,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:46.119,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:51.697,0,1015,27.2,63.3,1006,77,24
07/17/26 15:48:57.269,0,1015,27.2,63.3,1006,77,24
07/17/26 15:49:02.868,0,1015,27.3,63.3,1006,77,24
07/17/26 15:49:08.528,0,1015,27.3,63.3,1005,77,24
07/17/26 15:49:14.187,0,1015,27.3,63.3,1006,77,24
07/17/26 15:49:19.824,0,1015,27.3,63.3,1006,77,24
07/17/26 15:49:25.369,0,1015,27.3,63.3,1005,77,24
07/17/26 15:49:30.939,0,1015,27.3,63.3,1006,77,24
07/17/26 15:49:36.513,0,1015,27.3,63.3,1006,77,24
07/17/26 15:49:42.036,0,1015,27.3,63.2,1005,77,24
07/17/26 15:49:47.642,0,1015,27.3,63.2,1006,77,24
07/17/26 15:49:53.179,0,1015,27.3,63.2,1005,77,24
07/17/26 15:49:58.666,0,1015,27.3,63.2,1005,77,24
07/17/26 15:50:04.299,0,1015,27.3,63.2,1005,77,24
07/17/26 15:50:09.839,0,1015,27.3,63.3,1005,77,24
07/17/26 15:50:15.300,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:20.896,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:26.509,0,1015,27.2,63.3,1006,77,24
07/17/26 15:50:32.059,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:37.650,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:43.267,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:48.951,0,1015,27.2,63.3,1005,77,24
07/17/26 15:50:54.517,0,1015,27.2,63.3,1005,77,24
07/17/26 15:51:00.070,0,1015,27.2,63.3,1005,77,24
07/17/26 15:51:05.666,0,1015,27.2,63.3,1005,77,24
07/17/26 15:51:11.339,0,1015,27.2,63.3,1005,77,24
07/17/26 15:51:17.063,0,1015,27.2,63.3,1005,77,24
07/17/26 15:51:22.772,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:28.497,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:34.236,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:39.860,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:45.512,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:51.221,0,1015,27.2,63.4,1005,77,24
07/17/26 15:51:56.846,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:02.450,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:08.093,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:13.654,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:19.243,0,1015,27.2,63.3,1005,77,24
07/17/26 15:52:24.835,0,1015,27.2,63.3,1005,77,24
07/17/26 15:52:30.568,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:36.305,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:42.004,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:47.706,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:53.485,0,1015,27.2,63.4,1005,77,24
07/17/26 15:52:59.128,0,1015,27.2,63.4,1005,77,24
07/17/26 15:53:04.822,0,1015,27.2,63.4,1005,77,24
07/17/26 15:53:10.479,0,1015,27.2,63.4,1005,77,24
07/17/26 15:53:16.144,0,1015,27.2,63.4,1005,77,24
07/17/26 15:53:21.980,0,1015,27.3,63.3,1005,78,24
07/17/26 15:53:27.780,0,1015,27.2,63.4,1005,77,24
07/17/26 15:53:33.538,0,1015,27.2,63.4,1005,78,24
07/17/26 15:53:39.311,0,1015,27.2,63.4,1005,78,24
07/17/26 15:53:45.000,0,1015,27.2,63.4,1005,78,24
07/17/26 15:53:50.431,0,1015,27.2,63.5,1005,78,24
07/17/26 15:53:55.770,0,1015,27.2,63.5,1005,78,24
07/17/26 15:54:01.177,0,1015,27.2,63.4,1005,78,24
07/17/26 15:54:06.618,0,1015,27.2,63.4,1005,78,24
07/17/26 15:54:12.008,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:17.393,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:22.836,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:28.264,0,1015,27.3,63.4,1005,78,24
07/17/26 15:54:33.751,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:39.232,0,1015,27.3,63.4,1005,77,24
07/17/26 15:54:44.667,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:50.111,0,1015,27.2,63.4,1005,77,24
07/17/26 15:54:55.593,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:01.172,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:06.645,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:12.124,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:17.619,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:23.145,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:28.549,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:34.085,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:39.614,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:45.036,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:50.503,0,1015,27.2,63.4,1005,77,24
07/17/26 15:55:56.016,0,1015,27.2,63.4,1005,77,24
07/17/26 15:56:01.824,0,1015,27.2,63.4,1005,78,24
07/17/26 15:56:07.601,0,1015,27.2,63.5,1005,78,24
07/17/26 15:56:13.424,0,1015,27.2,63.5,1006,78,24
07/17/26 15:56:19.309,0,1015,27.3,63.5,1005,78,24
07/17/26 15:56:25.188,0,1015,27.3,63.4,1005,78,24
07/17/26 15:56:31.079,0,1015,27.3,63.4,1005,77,24
07/17/26 15:56:36.805,0,1015,27.3,63.4,1005,77,24
07/17/26 15:56:42.562,0,1015,27.2,63.4,1005,77,24
07/17/26 15:56:48.315,0,1015,27.3,63.4,1006,77,24
07/17/26 15:56:54.187,0,1015,27.3,63.4,1005,77,24
07/17/26 15:57:00.043,0,1015,27.3,63.4,1005,77,24
07/17/26 15:57:05.868,0,1015,27.3,63.4,1005,77,24
07/17/26 15:57:11.799,0,1015,27.3,63.3,1005,77,24
07/17/26 15:57:17.672,0,1015,27.3,63.3,1005,77,24
07/17/26 15:57:23.487,0,1015,27.3,63.3,1005,77,24
07/17/26 15:57:29.327,0,1015,27.3,63.3,1005,77,24
07/17/26 15:57:35.234,0,1015,27.3,63.3,1005,77,24
07/17/26 15:57:41.126,0,1015,27.3,63.2,1005,77,24
07/17/26 15:57:46.959,0,1015,27.3,63.2,1005,77,24
07/17/26 15:57:52.864,0,1015,27.3,63.2,1005,77,24
07/17/26 15:57:58.653,0,1015,27.3,63.2,1005,77,24
07/17/26 15:58:04.664,0,1015,27.3,63.2,1006,77,24
